MAE,MSE,RMSE,MAPE,R2,sMAPE,MASE,DA,SA,VaR_99,CVaR_99
6565.527719996242,5083.417374597886,8917.426560743388,20.236343222435355,0.6556591463950852,42.981058793681726,5.760415091910599,28.960816839110244,13.640414471564178,-26.551075986325394,-64.02512975383209
3758.074266700079,4801.540369234484,6392.022191570246,22.156885881046545,0.005815358334394338,-2.4637451947855187,7.298589589591481,25.02552275748318,24.11972157290367,-37.027254879238384,3.616036509005532
2888.844107908369,1814.4339367371558,1966.0295979748885,22.446880160044426,0.19260466880273744,11.081859397297308,5.298658535260637,-8.220375709765612,-6.794172173202611,-8.547928949962188,-106.10350565241293
-284.6746781615998,-397.106119424614,5427.64305893498,-1.4237240469814658,0.021389092982845165,-2.4637451947855187,2.0912042446973578,-5.631777964183591,-6.794172173202611,3.210968862159337,-24.640475853500817
-284.6746781615998,-397.106119424614,5176.407286270201,8.27629818575463,0.057414453970815876,7.570221730780132,5.57843521681514,24.931531206828126,-6.794172173202611,-59.345970197807596,-13.055417575729468
-274.1794083797272,-397.106119424614,-204.3538197303883,-2.20427780107266,0.06113548142214177,8.70536606636144,10.562632595441332,-8.220375709765612,-4.137957345194504,-19.85008404904558,-8.980966136401179
6749.88192453557,2847.6880084202994,3671.9464710580473,-2.20427780107266,-0.0020220845752656758,-2.4637451947855187,11.838853225349204,59.44105677549709,2.179730887310356,-46.14697482011245,3.616036509005532
3111.1663023720616,2281.7068318983224,7207.721479021504,-2.20427780107266,0.003324591006343275,-2.4637451947855187,2.440906769564024,-8.220375709765612,-6.794172173202611,-31.153091273016305,-53.09884096208456
1207.863093776587,2631.780612192622,979.6738019000381,-2.20427780107266,0.46338485023608317,-2.4637451947855187,4.966888387009727,13.429379268957614,-6.794172173202611,-6.310148002482965,-97.70581883294017
3505.536101847823,6094.880062899098,3352.023631803614,9.375780902652625,0.08927673061409237,4.891297158266702,6.450885941108246,53.84948435084863,-6.794172173202611,-36.947516041176655,-35.10611829459058
