MAE,MSE,RMSE,MAPE,R2,sMAPE,MASE,DA,SA,VaR_99,CVaR_99
4126.101963703228,-479.4205232645563,6477.788755774578,28.628823429447543,0.013069410292609523,37.62582380294009,9.122498797313732,-7.441271956043781,33.20846023668544,-15.781714247130672,-21.636208176834963
6251.799075666818,2221.045152724996,1957.025240028514,8.996393499363426,-0.007418230973919804,29.625969328773245,-0.35261763370991206,-7.441271956043781,93.15711390385917,-27.29541039307628,3.5492681531858636
-244.7218248618874,310.14288294325434,-169.22444482068977,8.919510954807945,0.4052649673822833,10.088854269525473,1.9141231342848926,92.55872804395621,-4.918642766291406,-36.781386758259416,-64.48212062645948
672.2084405231092,-479.4205232645563,7181.870526305369,14.355593221354832,0.8699652865962106,3.0542172896961244,0.8339016772279515,-7.420474094868965,8.864594633340111,0.8163908165191032,-80.67338471873305
6231.07614215269,6080.942235596998,6086.706721101378,23.75223492691586,-0.004975766710537344,7.515937233851849,0.05435909158428709,49.45771020857744,-6.842886096140827,2.58213983938462,-95.38631564853426
5873.113153551126,-479.4205232645563,5221.397885492308,6.334883015120552,0.04769323185465374,18.83089116807018,10.852301049729004,22.89864984913706,3.1928395489216115,-36.77984463842988,3.5492681531858636
-244.7218248618874,-331.9392756237885,1309.8450961222666,-1.092076109280649,0.02488721009041517,8.241365126735289,4.917146967050462,6.25918094373778,16.818782479714635,2.58213983938462,-75.3236297881391
1759.5670949392156,-479.4205232645563,5603.875383880566,-1.092076109280649,0.15244407804691512,9.008710355762394,1.7892634195740982,52.94973805772533,35.32125804975854,-40.08553726766115,-44.37814132753377
3659.674037509257,3112.6564676628245,5422.793265456994,6.842511206491528,0.16152532735105493,3.212807027470107,4.808412592527555,48.60122064472334,2.469045846130337,-41.67048525487493,-13.673949926159427
3980.883338558092,2365.0642305201677,-169.22444482068977,11.255576082188865,0.04621202225105023,23.194019274243725,7.981335626496591,-4.164357856276567,-6.842886096140827,-10.306351444620626,-46.354558219278914
2375.7575943027077,-479.4205232645563,-169.22444482068977,13.181502244812565,0.005277174796289391,14.77751485424709,1.6644948477835637,18.285238575759408,66.92499421852878,-14.085668456349808,3.5492681531858636
640.1610254214677,-397.4849186843421,2016.842406834051,23.45461995568585,-0.00738825561632106,-2.2216318732646343,5.25786550730767,-7.441271956043781,18.950155288663343,-12.70536963100052,-66.64801153346355
-244.7218248618874,2730.58362711715,5983.901468470956,-1.092076109280649,-0.00741753427856337,15.718917697209278,-0.35261763370991206,9.749945775019203,35.47382254397657,-35.085802205282505,-20.83269277188751
-244.7218248618874,654.7106042255562,6766.897478343406,1.471794935342074,-0.007418468247071208,6.200933538116198,3.5437476377082358,-3.8843551267942935,9.276318753963135,-6.1438817342763095,-27.162600392691047
6744.00555669502,869.7497534949377,1996.1594562262649,10.903350742396015,-0.005210297880930137,14.803106914452211,3.0573697364729604,-4.886167006493277,-2.8652693211302633,-48.33008732260731,3.5492681531858636
8635.218939342172,1925.0883590200451,-169.22444482068977,15.242004187818358,0.25037205934436385,-2.2216318732646343,2.1419380849834253,5.807216423455252,36.76249986792743,-59.63474441977881,-20.100722365497177
3022.8732558984475,-479.4205232645563,1218.704505492709,-1.092076109280649,0.04419784990585637,19.030867624274947,3.1314327160946536,-7.441271956043781,11.73011502528217,-39.82650684568854,-98.98695241535356
477.1315988692204,2403.839836899706,4621.940215313192,16.572121672299843,-0.007339425351959222,8.469703987495503,-0.22597533239499645,-4.630818381000395,-6.842886096140827,-24.55732914004237,-65.30483843016003
1062.2886840026906,-250.5281238066027,3490.0194882475457,8.457956107515546,0.7471235527337874,32.08611976317754,-0.35261763370991206,-7.441271956043781,-6.842886096140827,-18.807309068117092,-11.667374626595539
3549.203766329629,6767.970912760296,3041.5363473493553,38.49604067904155,0.5683652996297086,8.937077608555223,4.283847911594595,12.547363185762382,-4.801729256425354,-0.9867772516132121,-33.73013334754785
575.264248047587,-479.4205232645563,4631.814537572689,27.00656932360183,0.43687479032336596,6.817128101634772,2.8414284041106836,-7.441271956043781,4.005109641625371,-33.26248815789886,-40.91672216391763
