Column_1,Column_2,Column_3,Column_4,Column_5
1119.5165916292806,117.64928527551275,1638.477237373387,903.8774108568746,1493.2819659273152
505.4565403406854,955.3621017071755,1367.7175811610211,581.3679798346882,21.085656186849835
228.36452179021538,780.7933514525649,280.4606292474887,2045.5429307240015,2327.3807574728494
599.4118022692048,449.04684613365066,1092.080544220283,965.1929033572342,3511.948035585637
390.7929526160493,2857.2358819455835,1.822526264177812,2737.483136498557,2346.8855391565294
987.2127974201394,614.0232564165785,116.55378285624914,447.8938108043225,448.4310570520152
1689.53821706831,871.1958149448814,1020.2854912399991,3209.539914206891,57.59798674190764
303.25110441203833,792.158842237635,2126.3254740088855,1988.6716307376048,1406.0971619820043
665.564039000659,327.7237675261071,1533.9061143580254,1803.6490821932891,1961.5189451588924
337.9816216227248,1225.3335265865792,169.30659491575608,849.6003074621207,2103.8367126763937
229.3763456406304,557.0176702160069,509.5018705412008,1696.369119283429,684.1837710579769
48.12118876876358,550.4026017315329,2657.1613295834804,750.663116341074,742.0688279019993
53.3809518506718,950.9616315363382,76.6542493738517,622.7444443234222,609.736709011821
471.1914958489453,65.56603337817249,1290.2089232659537,1017.007812255449,84.85543588781526
177.3357985747032,820.7802340534556,2217.5389093678623,794.6677632631392,1523.303255261043
490.1512050117292,389.90998266022837,577.9568696209219,907.5696447259576,2090.0459410569297
941.8627000235776,1425.038721147586,3140.287496956036,2616.9121387727864,119.73073791070743
730.9526163381571,521.7597325791806,933.7871899102488,427.73976845763036,1494.320157407903
701.2437679065326,1310.1724542127474,662.0527422789226,3479.9767599454726,1230.901705620886
405.31339894163165,491.1039601565399,1165.807251225769,300.33822935304465,1979.1789441891392
103.05018741971053,249.36367273009452,824.4669026655646,320.30891331657153,69.80167283272445
1371.955054136965,203.7138427263019,373.79762699513486,751.7773010089087,1932.6061105577712
387.8082352588083,501.4835930724058,2003.7224773605901,1549.4074385496283,2003.0211836924145
1268.8972184657443,2014.2330926773998,1524.858785757017,900.5297806239506,1971.1330203399796
442.16270658947207,431.119420830058,690.830238064645,1131.2215668387025,383.6678206540962
49.590888377649755,193.44497502955917,2076.5110068163476,728.144129665609,1952.7345028671996
501.98483426117235,493.996916829452,680.2197383974179,857.0014453097737,2196.659379736165
240.0717141259392,494.73466699829373,906.2074099451452,701.5957710726498,122.11419938779694
606.4527821703948,169.0233217428806,1602.8377620765186,1579.4139506677107,319.4768196257702
557.7115366904625,301.39420558712027,2390.3120615070757,2474.6414821281032,740.2879503240329
128.40285449983725,529.6753847137672,1535.4083597330898,2305.718247704178,4484.5814454574165
37.120354144791634,342.794901894668,720.7672156286982,1348.993727150075,2961.552944628651
492.48609605880307,1276.933650117947,141.43276108271377,1084.314192983659,2392.2617703563624
64.73632063727999,110.37383339782394,188.74803990714534,21.97283275950488,654.835333361302
29.176298978597686,387.79477267663907,137.9233903779836,354.89796030503595,1714.6585035891408
223.10671356065424,698.8058603137047,997.7813177324558,935.3172091020548,2695.1176871788693
460.7165021497894,228.03974527240186,200.6274080223252,104.80531581467207,1004.4661674046235
492.69584195811905,28.033886401289145,2383.2017836204927,683.1519005772719,2597.054972813914
732.4486502145212,649.5504923156014,1478.9295990178096,2.5077062198558866,617.136909456728
599.6048519865942,647.1477988512731,2052.3350099605186,1242.7616367781648,2519.4310059753243
757.0572019576273,690.5101693282603,1647.8806026048014,2176.7150832374687,1022.9712646515939
334.8823112668775,466.5652853282598,2726.264902425575,2301.5421541978226,226.50663875872894
575.5554442577312,1529.4443416906806,1158.8552502634038,2472.6913891930535,2608.0274408427663
861.421230552124,716.6013577376737,358.7520689366667,136.95301281736766,1471.8022494318313
517.3421621299151,1057.9062091631947,463.31351945822405,1458.2097543643447,2014.538026347913
453.36527575594573,1231.4882541780948,592.4293783631233,971.4220533317773,2520.144378922786
742.0063935144013,1249.875342871095,2236.1563129884958,6.053593258365498,953.5988319430963
470.956565487988,863.4599038472129,2046.9576010897058,167.20892681661434,4089.3285803455433
602.5862177913026,547.9500226670755,25.619043607256696,1173.693873890178,2976.637028892432
460.4509997278843,71.14811523712686,642.730476383129,1716.452560859472,3921.114674424984
303.53199663000777,583.4410572437373,1755.6372931547712,1203.9920422119196,1842.0105339898273
761.1516855787016,905.3972155693233,393.74692230041063,1299.9344147116335,2124.408360892979
669.6274100753039,520.54612964464,1425.6187372426182,760.7379051489975,665.4233088295975
974.1575139993544,1248.0265375031904,401.57161184246235,1120.8730860255616,4464.476352767474
1183.3428674994416,645.7547039612705,1945.8910869385466,1079.5203748462145,1647.612531149552
1016.2208221186561,1374.7672731990706,1365.1209811613805,2042.4178437170044,2351.586615017164
1069.7762971576494,818.9350530926026,1041.6966430549023,245.15549864717627,2292.134739134436
1126.8030298559447,872.5086510532099,414.9749628683766,326.9528054490137,1224.7319690690115
283.2609904671406,1866.181389639934,887.8827792807919,584.3708614306527,438.7645971229906
220.9902042788668,1436.0917797388195,1501.9828087192122,200.6700180919079,858.4549363007387
452.8746908920522,1379.5711589643672,56.49276719730838,793.0108163625762,530.586099611868
353.2401343920348,1592.28837997443,1419.6438424998819,2342.947350023993,5649.134591986493
766.3388595053053,524.6849530502403,1795.55623217511,121.46387969426922,2383.9579371769128
509.0597301445161,603.9465192757473,811.2189536896873,71.26010172358677,1377.9610583131362
738.7108829282257,1149.8661885090194,36.012116340732625,1515.2336970460708,1204.327159001237
407.3920757385945,1295.5990197371905,2945.2708506313006,639.9376142894939,1152.2598252807977
630.701610538958,781.6391237532381,436.13586230927336,2673.672718495563,287.38380128050034
1226.21482831788,198.11829256869393,1067.5722558859957,1831.422523794483,1160.2231587308295
265.1825954071027,116.19995012286724,1196.1746907152692,1202.9061073875512,638.2783078745131
315.7656271205874,349.9103866856603,306.56326509361566,147.68775175117167,3013.013783917418
