MAE (USD),MSE (USD²),RMSE (USD),MAPE (%),R²,sMAPE (%),MASE,DA (%),SA (%),VaR (95%),CVaR (95%)
1215.419710300943,907953.338809984,1265.1191863942981,6.236992523627464,0.8451273543997437,1.784669559789658,1.3487735048104545,95.66622963734658,27.841806843143026,-0.8924491157531889,-0.5616507041299528
510.8633674865654,445310.50666308496,957.4643059259733,0.8408892767862766,0.8084842679616436,3.497058475865498,0.5235113192118587,68.0210446345589,88.64349854880874,-7.107216953907347,0.0
801.8460966539569,451903.51592750184,315.3949640654179,4.084419781894594,0.8654762045854426,3.2322012233974173,1.0922016914414592,100.0,100.0,-7.279013874222315,-5.422949011599604
0.0,266872.32812670444,0.0,2.544324219069734,0.873290914371901,3.018305002552548,0.0,90.46399226439625,63.637814694503454,-0.583425151638775,-4.501621643051056
701.477191606462,0.0,664.5754419056959,0.24632276444279366,0.9986131962216395,2.554158649908877,0.367253260450759,97.6274517633701,80.72874894723338,-9.265600177211354,-2.2414093606947714
0.0,0.0,329.1549551920954,4.15986997081703,0.956385930791215,1.4424595638023372,2.060222379249245,26.72577174327347,70.48634350331689,-14.987024267790712,0.0
65.83455254132843,567446.5660968708,152.01294179643742,0.0,0.998804425473953,4.550037711212439,1.7469657454966,53.21241018499923,100.0,-5.8355857937667555,0.0
334.29449538917515,0.0,563.2576357079804,0.8294516722549348,0.999155449389627,3.715962451155484,0.38826186835280935,3.0069262869898097,100.0,-12.48964574004083,0.0
9.092448500927162,511492.73253879324,0.0,1.847054550652692,0.9545726030879527,1.2723858555782779,1.8464250280723904,100.0,34.359119489783815,-10.398399804661572,-21.11218180813868
1026.4958735196744,1012165.0147450364,0.0,0.0,0.973319859928746,2.829149093369052,0.4630028262471924,51.8201332895578,3.0071865617834845,-4.639809589006095,-15.470780956143239
35.251548780675876,0.0,751.1427979121016,1.4982927322752537,0.6121583470529339,4.247619495202407,0.0,96.48932294460025,3.0071865617834845,-7.568266736129198,-10.81442721873829
1214.3600053571374,0.0,271.89411936222035,2.807822831587521,1.0,3.7613207198109357,1.1523334944098775,29.945714227288143,32.62984338176441,-7.771839442025527,-1.813683869538218
618.6813805744798,410555.955266125,770.5846808470445,1.5305266341550494,0.9047625779396522,0.0,0.41836737144206104,89.52687793591383,100.0,-7.852367627661863,-24.43815293607784
0.0,805343.1206283377,539.0844008049837,4.566219122745027,0.9586075256175637,4.8583715069661935,1.04183174840355,89.00924332135457,48.44841977627762,-13.365618973492753,-4.318511632663393
851.3726589505387,422126.6553607123,890.3454452743157,3.978100549570982,0.2940847017587944,3.549549597721461,0.6117987168631625,13.220159635689242,17.832943860181793,-1.9692036620383138,-0.14601305641950546
406.6246567593487,806890.8971725517,822.2401856136217,2.424796818773043,1.0,2.5062981399851165,1.2933400397409394,100.0,37.024224288481435,-1.3812874432410585,0.0
208.65912347224344,391447.7623375609,0.0,0.0,0.9828493532259062,2.1457345776447014,0.9115042588726074,96.12570002138759,72.62168763256886,-7.957664748569371,-14.260591239584803
178.09230233023828,727449.3794981258,384.10047791268624,1.47524956841467,1.0,0.05482772317957707,0.31592872694963403,75.54877955216897,42.37975135272261,-10.695923661142313,-23.69184608555706
468.61926635004215,647924.8400919313,380.65006680876803,4.170288410456052,0.9811208014572743,3.872918432446542,0.0,61.76571103310935,3.0071865617834845,-6.375639010083397,-1.2495084843077664
652.5110808862022,821928.3471297694,185.6005511019663,3.7551402453831937,0.9965750320958419,0.0,0.3494660425145242,95.49642138939063,48.04482457460858,-6.544977642679793,-27.918892981727673
38.88292180151814,676316.1454440445,455.4965822638027,5.322255177784502,0.9858202667688258,0.0,0.2521123065658398,70.05293079197047,60.36033555694661,0.0,-10.380617164893453
839.7276584117751,842861.4479998634,1169.2959529082093,0.0,0.7137157564430718,1.2885644537497885,0.9411098936127938,33.0838200904258,74.73564764972221,-8.305899749704956,-6.565479211063673
253.89299290614474,998135.9070472841,1004.3636612077264,3.389840960986479,0.8143640334332088,3.2541624064340544,1.5749601802525717,56.195600255162304,49.82545643329556,0.0,-22.694743964316764
524.8023404643525,1133838.384936017,0.0,3.248394178901707,0.9995664820703235,2.8373668330279704,0.0,57.22858789171806,77.4802307550465,-1.857675847255964,-11.660422589065396
