MAE,MSE,RMSE,MAPE,R2,sMAPE,MASE,DA,SA,VaR_99,CVaR_99
1938.585333329344,-315.7074341838106,2063.652423185944,-2.151095865330152,0.005450871211936936,15.7552926736701,1.6252251832157447,-9.417381538015956,-7.70295263214885,-7.860497478598681,-69.19040269235575
1596.5528334821927,1992.8280150236387,-297.1685770793056,-2.151095865330152,-0.005966248456594575,5.906378439160459,2.9393668711796943,-9.417381538015956,23.852023697284725,-51.78202309602342,-40.176563122951116
1593.54237407664,1533.933206216826,2543.474237140881,-2.151095865330152,0.0039260540978124925,17.119071083767714,5.2591359950957415,17.946794023514837,30.83685483858028,-43.61507167985666,-58.18063549732108
4546.068869144027,-555.7063616945343,1421.5285782534988,4.252226555857762,0.002499235437039282,-2.1177123147892214,1.2638831864204252,-9.417381538015956,-7.70295263214885,-43.05136460159905,-8.29565618327183
3363.0574053449805,3002.2237326113764,1893.3699550325696,27.778302712086152,-0.0059998358180334,10.649736358856613,0.7185492482531979,-6.648859716236704,17.567888494748296,-15.903982953691273,-82.80249680451426
2524.2982903341854,5551.13882715876,4452.434324236898,13.959787830392457,-0.0058718988427219065,18.15220163523923,8.287098762000895,-9.417381538015956,45.44886425454894,-75.02898814499767,-87.6094673206455
4071.289964456915,-555.7063616945343,8187.958565337255,18.07984660603422,0.13282933983823386,29.565895738811697,7.295207942211039,-9.417381538015956,10.23426683315116,1.5239930209307602,-49.93229760345447
-168.550670612648,1077.2659598170383,3643.9070928175443,52.69502252673141,-0.004677205678929874,4.4459700527412735,3.6384813256157797,-9.417381538015956,34.44310048285554,-44.54891402172781,-50.08486661127191
-168.550670612648,-555.7063616945343,5831.850320254082,10.232647644376714,0.03294650872067706,17.42976559246985,4.325050705543813,8.592094911092488,-7.70295263214885,-46.24562960472622,3.0083405926192057
2504.2402165311905,-555.7063616945343,-278.453397096539,29.53265776192049,0.0008471009144584707,-2.1177123147892214,4.9680202544108845,-9.417381538015956,12.341139491963943,-61.302234623890946,-64.46446759037806
2549.814208317702,7532.125316736395,1148.5856874390674,26.920835576448184,0.2864168487702967,-2.1177123147892214,2.4513983022406425,-4.74680185767032,71.00188592541097,1.5239930209307602,3.0083405926192057
1095.9660499864995,-400.8682535417488,1268.1842528398847,50.46918608602399,-0.005532430454702336,-2.1177123147892214,4.955978514894161,11.463697223275979,47.34033228577897,-29.851555605923625,-19.14540015612177
449.48215700369565,504.05973043162476,2878.4013255129234,10.206185775872049,0.8664570636705562,25.735878874472107,0.4142003699913208,25.738756826334534,58.38366821688432,-9.283291745071176,-12.854243865130282
3070.300987126892,4934.947358859328,2659.9910367187026,20.657972432463264,0.05491143258635345,5.5305774438880775,11.961762007890941,21.142516493294245,60.54239605987806,-41.23313414439988,-31.75986876141306
2768.6512202079025,3012.8549279552353,2478.8255183794217,-1.327758146564543,0.02842577372646571,3.995270028353459,3.2623943296469404,-9.417381538015956,9.455698972951595,-35.48164219615831,-45.379347817564366
3228.1629249060684,-555.7063616945343,1683.0441893187244,12.768994096664333,-0.00606066288820023,5.766935863495691,0.5387520292060977,-9.417381538015956,-7.70295263214885,-3.3390676289441465,-122.57050559306654
1184.2829100395916,2672.3784875728647,6739.351814340658,-2.151095865330152,0.5767663561815621,11.344942150549794,-0.5927599045657543,-0.3199657354168579,14.817598958369324,-41.56770441552463,3.0083405926192057
1935.8707139460157,590.699559037901,689.4672748578832,-2.151095865330152,0.09957631686509594,-2.1177123147892214,4.149946392894254,18.91839648952401,-7.70295263214885,1.5239930209307602,3.0083405926192057
-168.550670612648,3690.9219220425966,8251.547191458063,-2.151095865330152,0.19611378825216294,34.114270183556656,4.890066471558082,23.98212030275769,7.513542476902757,-69.71152324644198,-71.7258987386801
4430.350308382472,-555.7063616945343,4198.523673719304,-1.285730431268739,0.040833591632988914,3.2166660485175944,8.256093286664225,13.443397046291423,-0.9552636561740648,-35.226926696664584,-6.227150884051866
-168.550670612648,1234.9692635047916,4428.322952988111,-2.151095865330152,0.511605154121662,13.753838089569333,-0.5927599045657543,14.912511021559833,-7.70295263214885,-61.17398111518258,-36.008754294995384
5348.065331179983,3177.433879973597,5744.088615442751,15.263438502591548,0.03781307898539618,1.3988792261989431,-0.5927599045657543,1.9374180552580231,-6.539617169477829,-23.680076401234803,-46.108000485197735
2174.4931470580996,935.7738779949127,1726.954664328002,11.455227977464865,0.11432041551525401,26.970169292405913,8.541610269053926,-9.417381538015956,35.277485153467666,1.5239930209307602,3.0083405926192057
